Player,Team,Est_Possessions,O_BAPM,D_BAPM,Total_BAPM
Juwan Gary,Nebraska,640.7,8.37,6.04,14.41
Isaia Howard,Drake,247.1,7.34,7.06,14.4
Carlos Stewart Jr.,Santa Clara,305.0,9.84,4.51,14.35
Justin Rochelin,UC San Diego,259.6,-1.08,15.42,14.34
Mitch Mascari,Drake,616.8,7.4,6.94,14.34
O'Mar Stanley,Boise St,269.0,6.37,7.94,14.31
Jaeden Zackery,Clemson,490.8,5.17,9.14,14.31
Viktor Lakhin,Clemson,347.4,4.99,9.32,14.31
Chucky Hepburn,Louisville,684.3,7.76,6.53,14.29
Kai Johnson,Montana,345.2,14.71,-0.46,14.25
Chris Howell,UC San Diego,448.3,-1.24,15.43,14.19
Christoph Tilly,Santa Clara,229.4,9.54,4.62,14.16
Xzavier Long,Hampton,378.7,10.94,3.22,14.16
Wayne Bristol Jr.,Hampton,222.6,11.23,2.93,14.16
Malik Messina-Moore,Montana,511.3,14.48,-0.33,14.15
Elijah Mahi,Santa Clara,301.6,9.46,4.68,14.14
Leon Horner,Texas Tech,14.9,7.83,6.31,14.14
Moussa Cisse,Memphis,217.7,1.69,12.44,14.13
Jack Francis,Texas Tech,0.5,7.79,6.34,14.13
Emmanuel Ugbo,Boise St,244.8,5.89,8.21,14.1
Jayson Kent,Texas,271.4,10.29,3.79,14.08
Garry Clark,Texas A&M-CC,376.8,13.11,0.97,14.08
Barry Dunning Jr.,South Alabama,419.4,9.85,4.22,14.07
Greedy Williams,UNC Wilmington,381.0,8.84,5.17,14.01
Andrej Jakimovski,Colorado,509.8,10.43,3.54,13.97
Chase Hunter,Clemson,448.2,4.49,9.48,13.97
Nick Jourdain,Memphis,538.9,1.59,12.38,13.97
Devin McGlockton,Vanderbilt,396.5,9.68,4.24,13.92
Isaiah Jackson,Drake,285.7,6.59,7.33,13.92
Kael Combs,Drake,165.2,6.48,7.41,13.89
Jordan Pope,Texas,382.0,10.56,3.3,13.86
Kyrese Mullen,Hampton,313.4,10.62,3.24,13.86
Jason Edwards,Vanderbilt,426.5,10.01,3.81,13.82
Tyrese Hunter,Memphis,374.4,1.48,12.31,13.79
David Joplin,Marquette,436.8,7.13,6.64,13.77
Michael Gray Jr.,Nicholls,206.1,8.81,4.94,13.75
Terrence Edwards Jr.,Louisville,633.7,6.98,6.76,13.74
RJ Melendez,Mississippi St,395.9,6.73,7.01,13.74
Tyler Nickel,Vanderbilt,455.5,9.64,4.1,13.74
Jalen Lee,Long Island,99.3,3.01,10.71,13.72
Sincere Malone,Nicholls,280.0,8.74,4.97,13.71
Riley Kugel,Mississippi St,415.0,6.39,7.3,13.69
Cameron Matthews,Mississippi St,530.0,6.53,7.15,13.68
Daniel Johnson,Hampton,278.1,10.33,3.34,13.67
Aidan Burke,UC San Diego,142.6,-2.36,16.02,13.66
Etienne Strothers,Hampton,166.8,10.39,3.24,13.63
Johnny O'Neil,Santa Clara,242.7,8.66,4.91,13.57
Brenton Knapper,Santa Clara,228.3,8.49,5.05,13.54
Julian Bowie,Boise St,146.2,4.87,8.64,13.51
Ben Humrichous,Illinois,355.6,11.02,2.48,13.5
Jaylen Searles,Nicholls,238.1,8.45,5.04,13.49
Chris Lockett Jr.,Boise St,16.2,4.83,8.65,13.48
Trae English,Nicholls,225.1,8.3,5.14,13.44
Morez Johnson Jr.,Illinois,153.3,10.69,2.73,13.42
Colby Rogers,Memphis,408.3,0.72,12.67,13.39
Mason Falslev,Utah State,419.9,17.46,-4.08,13.38
Chendall Weaver,Texas,154.9,9.15,4.22,13.37
Ja'Borri McGhee,UAB,589.1,12.84,0.52,13.36
J'Vonne Hadley,Louisville,652.0,6.12,7.24,13.36
Tre'shawn Sheppard,Long Island,39.3,2.29,11.06,13.35
Richard Goods,Hampton,170.8,9.87,3.48,13.35
Jake Ensminger,Santa Clara,209.3,7.88,5.42,13.3
Maximo Milovich,UC San Diego,204.8,-2.8,16.09,13.29
Austin Patterson,Montana,237.3,13.0,0.28,13.28
Shawn Jones Jr.,Mississippi St,360.3,5.76,7.51,13.27
Cade Pendleton,UC San Diego,0.0,-3.06,16.29,13.23
Claudell Harris Jr.,Mississippi St,334.0,5.78,7.41,13.19
Ryan Kalkbrenner,Creighton,643.3,8.28,4.91,13.19
Camaron Tongue,Santa Clara,203.2,7.85,5.33,13.18
Julian Hammond III,Colorado,430.9,9.07,4.1,13.17
Nate Ferguson,Drake,34.3,5.19,7.94,13.13
Bangot Dak,Colorado,411.7,9.59,3.52,13.11
Elijah Malone,Colorado,351.4,8.92,4.17,13.09
AJ Hoggard,Vanderbilt,399.2,8.53,4.55,13.08
Chase Ross,Marquette,420.7,6.06,7.01,13.07
RJ Smith,Colorado,444.6,9.35,3.72,13.07
Julian Larry,Texas,194.8,8.53,4.53,13.06
Ben Gold,Marquette,333.9,5.81,7.25,13.06
Ze'Rik Onyema,Texas,121.4,8.56,4.48,13.04
Jaden Walker,Texas A&M-CC,355.6,11.23,1.8,13.03
Rashaun Agee,USC,517.8,10.34,2.68,13.02
Jayden Nunn,Baylor,377.6,7.75,5.26,13.01
Ryder Elisaldez,UC San Diego,0.0,-3.45,16.46,13.01
Xinyi Li,Long Island,16.9,1.7,11.26,12.96
Jasen Brooks,UC San Diego,0.0,-3.59,16.52,12.93
Devon Pryor,Texas,162.2,8.41,4.52,12.93
Jalen Celestine,Baylor,495.3,7.59,5.32,12.91
Jeremy Roach,Baylor,426.5,7.33,5.55,12.88
Mike Nwoko,Mississippi St,662.1,5.15,7.72,12.87
Langston Love,Baylor,477.9,7.75,5.12,12.87
Emarion Ellis,Nicholls,145.1,7.28,5.56,12.84
Jaylen Carey,Vanderbilt,312.1,8.54,4.26,12.8
PJ Carter,Memphis,172.7,-0.59,13.37,12.78
Jake Davis,Illinois,107.0,9.53,3.25,12.78
Trevor Baskin,Colorado,290.6,8.51,4.26,12.77
Kobe Sanders,Nevada,451.5,9.23,3.53,12.76
Dra Gibbs-Lawhorn,Illinois,152.3,9.49,3.26,12.75
Elijah Ormiston,South Alabama,305.9,7.45,5.29,12.74
Stevie Mitchell,Marquette,389.9,5.47,7.26,12.73
Ian Martinez,Utah State,407.5,16.33,-3.6,12.73
James Scott,Louisville,516.0,4.59,8.12,12.71
Robert Wright III,Baylor,471.7,7.64,5.06,12.7
Caleb Robinson,Nicholls,94.1,6.88,5.82,12.7
Joshua Corbin,UNC Wilmington,10.9,6.61,6.07,12.68
Andrew Morgan,Nebraska,418.7,5.55,7.13,12.68
Tyler Tanner,Vanderbilt,298.3,7.98,4.68,12.66
Zaide Lowery,Marquette,245.6,5.12,7.52,12.64
Trevor Smith,Hampton,66.5,8.59,4.02,12.61
Tyler Rice,Hampton,50.1,8.5,4.11,12.61
Christian Coleman,UAB,567.5,12.45,0.15,12.6
Dan Banister Jr.,Hampton,30.4,8.52,4.06,12.58
Ryan Conwell,Xavier,529.6,7.43,5.13,12.56
Baraka Okojie,Memphis,143.8,-0.84,13.4,12.56
Nic Codie,Texas,13.5,7.71,4.81,12.52
Eunique Rink,Hampton,25.8,8.4,4.12,12.52
Carey Booth,Illinois,17.4,8.98,3.51,12.49
Dillon Hunter,Clemson,233.1,1.92,10.56,12.48
Amari Jedkins,Montana,38.1,11.6,0.87,12.47
Adama Bal,Santa Clara,245.9,6.54,5.91,12.45
AJ Redd,Illinois,0.0,8.87,3.56,12.43
Sebastian Rancik,Colorado,330.3,8.08,4.34,12.42
Bradley Ezewiro,UAB,321.0,10.72,1.67,12.39
Mekhi Collins,Nicholls,123.0,6.38,6.01,12.39
Elijah Kennedy,Hampton,2.0,8.13,4.25,12.38
Connor Essegian,Nebraska,396.4,5.11,7.26,12.37
Jensen Bradtke,Montana,42.3,11.35,0.98,12.33
Alejandro Vasquez,UAB,546.3,11.14,1.17,12.31
Zach Freemantle,Xavier,463.5,7.1,5.19,12.29
Jeremiah Dargan,Montana,0.0,11.21,1.07,12.28
MJ Collins Jr.,Vanderbilt,215.2,7.4,4.88,12.28
Zack Davidson,Montana,0.0,11.21,1.07,12.28
Dante Harris,Memphis,48.7,-1.35,13.61,12.26
Eric Dixon,Villanova,675.3,6.72,5.53,12.25
Owen Dease,Texas A&M-CC,298.1,10.0,2.24,12.24
Dian Wright-Forde,Texas A&M-CC,230.8,10.05,2.18,12.23
Damarien Yates,Memphis,36.2,-1.39,13.62,12.23
Hunter Sallis,Wake Forest,480.8,3.95,8.26,12.21
Deyton Albury,Utah State,287.4,15.18,-2.97,12.21
Jalen Foy,Montana,4.0,11.11,1.09,12.2
Royce Parham,Marquette,218.4,4.52,7.64,12.16
Day Day Thomas,Cincinnati,526.1,7.55,4.61,12.16
Bukky Oboye,Santa Clara,6.0,6.01,6.14,12.15
Sam Hoiberg,Nebraska,511.0,3.98,8.15,12.13
Nick Boyd,San Diego St,425.7,3.23,8.9,12.13
Chauncey Wiggins,Clemson,256.2,1.54,10.58,12.12
Kam Parker,Texas A&M-CC,269.4,9.91,2.21,12.12
Byron Ireland,Nicholls,107.3,5.91,6.2,12.11
Felix Kossaras,Colorado,275.2,7.61,4.48,12.09
Nick Davidson,Nevada,485.8,8.03,4.06,12.09
Jake Heidbreder,Clemson,224.0,1.28,10.76,12.04
Javon Ruffin,Colorado,325.9,7.65,4.36,12.01
Grant Huffman,Vanderbilt,141.1,6.67,5.32,11.99
Butta Johnson,UAB,67.9,10.48,1.5,11.98
Assane Diop,Colorado,223.1,7.56,4.4,11.96
Jared Harris,Memphis,4.0,-1.92,13.88,11.96
Wooga Poplar,Villanova,676.9,5.86,6.03,11.89
Del Jones,Clemson,170.8,1.02,10.85,11.87
Dellquan Warren,Mississippi St,84.7,3.41,8.44,11.85
Leo Torbor,Texas A&M-CC,269.6,9.53,2.31,11.84
Dailyn Swain,Xavier,464.6,6.54,5.29,11.83
Harrison Carrington,Colorado,78.2,7.05,4.78,11.83
Omar Croskey,SC State,432.6,9.78,2.03,11.81
Steven Ashworth,Creighton,665.7,6.51,5.29,11.8
Dillon Mitchell,Cincinnati,512.9,6.92,4.84,11.76
Myles Corey,South Alabama,354.3,5.8,5.96,11.76
Jeremy Foumena,Mississippi St,0.0,3.17,8.56,11.73
Myles Foster,Clemson,56.2,0.69,11.03,11.72
Harrison Alexander,Mississippi St,2.0,3.15,8.56,11.71
Kosy Akametu,Santa Clara,9.4,5.25,6.46,11.71
JaQualon Roberts,Vanderbilt,58.2,6.19,5.51,11.7
Damarion Dennis,Texas A&M-CC,161.3,9.23,2.47,11.7
Miles Byrd,San Diego St,432.1,2.16,9.53,11.69
Tre Norman,Marquette,62.5,3.47,8.22,11.69
Christian Reeves,Clemson,40.3,0.56,11.11,11.67
Drayton Jones,SC State,396.2,9.72,1.95,11.67
Saint Thomas,USC,594.7,8.33,3.32,11.65
Roderick Coffee III,Florida A&M,412.0,17.33,-5.69,11.64
Davion Everett,SC State,364.4,9.42,2.22,11.64
Jason Asemota,Baylor,21.4,5.42,6.21,11.63
Noah Waterman,Louisville,325.3,3.16,8.45,11.61
Payton Sandfort,Iowa,580.8,14.96,-3.37,11.59
Desmond Claude,USC,564.9,8.33,3.22,11.55
Tyler Rolison,Nevada,475.5,7.11,4.44,11.55
Stephen Giwa,Texas A&M-CC,218.5,9.1,2.44,11.54
Jamiya Neal,Creighton,652.8,6.0,5.53,11.53
Marino Dubravcic,Baylor,51.8,5.25,6.27,11.52
Tyren Moore,UAB,270.0,9.67,1.81,11.48
Wesley Yates III,USC,576.0,8.78,2.7,11.48
Damarius Owens,Marquette,83.1,3.16,8.3,11.46
Milton Matthews III,Florida A&M,468.8,17.27,-5.82,11.45
Jizzle James,Cincinnati,542.9,6.62,4.78,11.4
Reyne Smith,Louisville,330.4,2.84,8.55,11.39
Caedin Hamilton,Marquette,32.8,2.95,8.43,11.38
Tony Toney,UAB,587.3,9.76,1.61,11.37
Aubin Gateretse,Utah State,218.7,13.62,-2.27,11.35
Jordan Roberts,Texas A&M-CC,89.5,8.6,2.74,11.34
Drake Allen,Utah State,257.2,13.93,-2.64,11.29
Aboubacar Traore,Louisville,199.8,2.67,8.61,11.28
Brian Moore Jr.,Norfolk St,555.1,11.11,0.17,11.28
Cale Jacobsen,Nebraska,173.9,3.11,8.15,11.26
Aziz Bandaogo,Cincinnati,469.0,6.24,4.99,11.23
Dexter Akanno,Utah State,326.7,13.69,-2.49,11.2
Tucker Anderson,Utah State,212.2,13.54,-2.34,11.2
Tre'Von Spillers,Wake Forest,436.1,2.16,9.02,11.18
Khani Rooths,Louisville,222.1,2.42,8.76,11.18
Braxton Meah,Nebraska,134.2,2.92,8.24,11.16
Rollie Worster,Nebraska,323.9,3.11,8.04,11.15
Efton Reid III,Wake Forest,405.6,2.02,9.1,11.12
Shilo Jackson,Texas A&M-CC,38.3,8.15,2.97,11.12
Cameron Hildreth,Wake Forest,410.0,2.32,8.8,11.12
Sterling Young,Florida A&M,278.6,16.68,-5.57,11.11
Ahron Ulis,Nebraska,150.7,2.93,8.17,11.1
Karson Templin,Utah State,200.8,13.47,-2.39,11.08
Berke Buyuktuncel,Nebraska,239.2,2.62,8.38,11.0
Josh Reed,Cincinnati,474.9,5.72,5.26,10.98
Chibuzo Agbo,USC,466.6,7.57,3.4,10.97
Josh Dix,Iowa,577.8,13.59,-2.62,10.97
BJ Davis,San Diego St,308.9,0.92,10.0,10.92
Dan Skillings Jr.,Cincinnati,360.3,5.96,4.94,10.9
Dante Maddox Jr.,Xavier,270.2,4.93,5.96,10.89
Mitchell Taylor,SC State,331.7,8.11,2.77,10.88
Tyler Perkins,Villanova,468.3,3.46,7.37,10.83
Dayvion McKnight,Xavier,509.1,4.93,5.89,10.82
Dylan Fasoyiro,South Alabama,278.3,4.03,6.78,10.81
Christian Villegas,Texas A&M-CC,12.0,7.61,3.17,10.78
Jasen Green,Creighton,445.2,4.48,6.29,10.77
Gavin Griffiths,Nebraska,34.4,2.22,8.54,10.76
Isaac Johnson,Utah State,48.2,12.82,-2.07,10.75
Wilson Dubinsky,SC State,394.7,7.94,2.77,10.71
Matt Knowling,USC,323.0,6.16,4.54,10.7
Jordan Longino,Villanova,651.4,3.62,7.08,10.7
Dylan Williamson,Towson,408.9,8.95,1.74,10.69
Sheldon Williams,Texas A&M-CC,2.0,7.37,3.28,10.65
Makhi Myles,UAB,0.5,8.15,2.49,10.64
Jayden Johnson,SC State,372.6,7.57,3.07,10.64
Isaac Davis,Utah State,52.5,12.57,-1.95,10.62
Jeffrey Grace III,Nebraska,0.5,1.96,8.65,10.61
Jordy Barnes,Utah State,83.6,12.56,-1.95,10.61
Marquis Hargrove,UAB,2.0,8.07,2.52,10.59
Miles Heide,San Diego St,305.0,0.48,10.11,10.59
Joey Kahn,UAB,0.0,8.06,2.52,10.58
Chance Beard,UAB,0.0,8.06,2.52,10.58
Pryce Sandfort,Iowa,352.0,12.8,-2.23,10.57
John Broom,South Alabama,306.4,3.62,6.95,10.57
Frank Anselem-Ibe,Louisville,24.4,1.28,9.28,10.56
Enoch Boakye,Villanova,499.7,3.05,7.5,10.55
Donovan Dent,New Mexico,693.5,4.59,5.94,10.53
Jackson McAndrew,Creighton,480.8,4.29,6.23,10.52
Jaylani Darden,Norfolk St,458.1,9.53,0.95,10.48
Chris Fields Jr.,Norfolk St,367.4,9.98,0.49,10.47
Jared Coleman-Jones,San Diego St,347.9,0.46,9.99,10.45
Marcus Foster,Xavier,454.4,4.17,6.26,10.43
Judah Brown,South Alabama,163.4,3.46,6.97,10.43
Dylan Harper,Rutgers,477.7,14.06,-3.64,10.42
Jaron Rillie,N Colorado,565.0,9.44,0.98,10.42
Tyler Tejada,Towson,407.1,8.04,2.36,10.4
Jhamir Brickus,Villanova,588.5,3.44,6.95,10.39
Ja'Derryus Eatmon,Florida A&M,283.6,15.07,-4.8,10.27
Juke Harris,Wake Forest,246.8,0.69,9.55,10.24
Jordan Chatman,Florida A&M,367.5,15.39,-5.17,10.22
JJ Wheat,South Alabama,130.7,3.02,7.18,10.2
Cantia Rahming,South Alabama,120.3,3.04,7.15,10.19
Clark Slajchert,USC,213.5,5.83,4.34,10.17
Justin McBride,Nevada,279.6,4.75,5.42,10.17
Kezza Giffa,High Point,393.3,10.37,-0.21,10.16
Simas Lukosius,Cincinnati,357.3,4.82,5.34,10.16
Jerome Hunter,Xavier,229.9,3.71,6.45,10.16
Nelly Junior Joseph,New Mexico,641.8,3.9,6.25,10.15
Brock Harding,Iowa,417.3,12.39,-2.27,10.12
Isaiah Hawthorne,N Colorado,515.8,9.58,0.54,10.12
Amarri Monroe,Quinnipiac,462.1,8.36,1.74,10.1
Abou Ousmane,Oklahoma St,492.0,2.42,7.67,10.09
Jalen Myers,Norfolk St,319.7,9.11,0.96,10.07
Wayne McKinney III,San Diego St,248.0,-0.14,10.21,10.07
Christian Ings,Norfolk St,493.5,9.28,0.75,10.03
Pharaoh Compton,San Diego St,188.7,-0.42,10.43,10.01
Bobby Pettiford,High Point,302.3,9.76,0.25,10.01
Fedor Zugic,Creighton,209.8,3.09,6.92,10.01
Atin Wright,North Texas,590.2,5.25,4.74,9.99
Devin Haid,C Connecticut,442.6,3.03,6.94,9.97
Colin McKenzie,SC State,235.2,6.78,3.17,9.95
Jalen Shelley,USC,113.4,5.3,4.63,9.93
Nendah Tarke,Towson,252.2,7.66,2.26,9.92
Malik Thomas,San Francisco,532.2,8.1,1.79,9.89
Josh Cohen,USC,114.4,5.36,4.51,9.87
Christian May,Towson,364.0,7.11,2.74,9.85
Caleb McCarty,SC State,301.3,6.5,3.35,9.85
Kevin Patton Jr.,USC,84.0,5.24,4.6,9.84
Tomiwa Sulaiman,Towson,238.8,7.08,2.74,9.82
Jayden Cooper,South Alabama,127.9,2.37,7.43,9.8
Ty-Laur Johnson,Wake Forest,332.6,-0.28,10.07,9.79
Even Brauns,Iowa,239.4,11.55,-1.77,9.78
Florian Tenebay,SC State,174.3,6.3,3.47,9.77
Brandon Love,Nevada,216.9,4.07,5.69,9.76
Bryce Thompson,Oklahoma St,673.5,2.51,7.25,9.76
Kario Oquendo,SMU,488.5,7.73,2.02,9.75
Chuck Harris,SMU,567.0,7.62,2.1,9.72
Xavier DuSell,Nevada,431.4,4.11,5.6,9.71
Matt Cross,SMU,558.6,7.56,2.13,9.69
Bent Leuchten,UC Irvine,669.3,3.95,5.73,9.68
Jordan Jones,C Connecticut,449.9,2.46,7.22,9.68
Magoon Gwath,San Diego St,102.5,-0.97,10.65,9.68
Ladji Dembele,Iowa,375.3,11.43,-1.76,9.67
Kuluel Mading,Norfolk St,431.2,8.35,1.3,9.65
Harrison Hornery,USC,5.0,4.89,4.75,9.64
Arturo Dean,Oklahoma St,606.2,1.66,7.97,9.63
Langston Reynolds,N Colorado,527.0,8.24,1.33,9.57
Randy Brady,South Alabama,19.0,1.89,7.66,9.55
Michael Teal,SC State,222.7,5.9,3.64,9.54
Devin Tillis,UC Irvine,710.6,3.63,5.9,9.53
Bryce Pope,USC,27.8,4.68,4.84,9.52
Terrance Jones,Norfolk St,371.8,8.16,1.36,9.52
Tyler Betsey,Cincinnati,142.8,3.41,6.11,9.52
Terry Anderson,High Point,226.3,8.89,0.63,9.52
Jasper Floyd,North Texas,583.2,4.29,5.21,9.5
Rayvon Griffith,Cincinnati,54.6,3.35,6.14,9.49
Tayton Conerway,Troy,485.5,1.9,7.58,9.48
Darius Johnson,UCF,829.9,12.01,-2.54,9.47
Shaqir O'Neal,Florida A&M,176.2,13.86,-4.39,9.47
JaKobe Coles,Grand Canyon,566.1,7.04,2.42,9.46
Parker Friedrichsen,Wake Forest,124.4,-0.77,10.22,9.45
Isaac Traudt,Creighton,216.8,2.18,7.27,9.45
John Hugley IV,Xavier,138.6,2.33,7.11,9.44
Jack Clark,VCU,574.5,4.66,4.73,9.39
Kolby Granger,Texas Southern,354.2,3.13,6.25,9.38
Jamine Charles,Florida A&M,151.2,13.69,-4.32,9.37
Taj DeGourville,San Diego St,252.0,-1.3,10.65,9.35
Kaleb Washington,Florida A&M,203.7,13.59,-4.24,9.35
Halvine Dzellat,Cincinnati,29.9,3.08,6.27,9.35
Jordann Dumont,Villanova,143.7,1.16,8.18,9.34
Arrinten Page,Cincinnati,23.9,3.02,6.32,9.34
Max Shulga,VCU,605.3,4.85,4.48,9.33
Juslin Bodo Bodo,High Point,344.0,8.78,0.54,9.32
Seydou Traore,Iowa,296.7,10.71,-1.39,9.32
Brandon Newman,Oklahoma St,448.9,1.25,8.05,9.3
Kimani Hamilton,High Point,317.3,9.07,0.22,9.29
Kehlin Farooq,Texas Southern,378.0,2.79,6.49,9.28
B.J. Edwards,SMU,555.6,6.86,2.42,9.28
K.J. Hymes,Nevada,115.2,3.21,6.05,9.26
Omaha Biliew,Wake Forest,81.8,-1.09,10.35,9.26
Kimo Ferrari,San Diego St,46.7,-1.69,10.94,9.25
CJ Fredrick Jr.,Cincinnati,29.8,2.93,6.32,9.25
Dejour Reaves,Iona,617.4,2.35,6.85,9.2
Paul Otieno,Quinnipiac,465.1,6.89,2.3,9.19
Myles Rigsby,Troy,466.5,1.11,8.06,9.17
Mekhi Lowery,Towson,174.1,6.03,3.12,9.15
Shannon Grant,Jackson St,541.6,5.59,3.56,9.15
Drew Thelwell,Iowa,251.6,10.54,-1.4,9.14
Ty Davis,Creighton,48.2,1.67,7.47,9.14
Tyrel Bladen,Norfolk St,203.8,7.46,1.67,9.13
James Morrow,SC State,43.0,5.18,3.94,9.12
Chuck Bailey III,Nevada,162.3,3.05,6.06,9.11
Brock Wisne,N Colorado,438.0,7.09,2.02,9.11
Moulaye Sissoko,North Texas,497.8,3.39,5.71,9.1
Jurian Dixon,UC Irvine,735.5,2.78,6.28,9.06
Messiah Jones,Towson,244.7,5.82,3.24,9.06
Jamal Miles,SC State,39.9,5.1,3.95,9.05
Taelon Peter,Liberty,394.2,5.69,3.34,9.03
Ace Bailey,Rutgers,451.6,11.53,-2.51,9.02
Grayson Carter,Texas Southern,256.9,2.44,6.56,9.0
Mason Miller,Creighton,86.6,1.52,7.47,8.99
Jeriah Coleman,Nevada,52.6,2.71,6.28,8.99
Josiah Moseley,Villanova,25.3,0.55,8.43,8.98
Trazarien White,TCU,363.9,2.15,6.82,8.97
Tru Washington,New Mexico,576.2,2.05,6.92,8.97
Brenen Lorient,North Texas,473.3,4.07,4.88,8.95
Zaire Hayes,Texas Southern,296.1,2.7,6.24,8.94
Thomas Dowd,Troy,420.8,1.2,7.72,8.92
Jalen Hill,UNLV,477.1,2.69,6.2,8.89
Collin O'Toole,Villanova,0.5,0.42,8.46,8.88
Kris Parker,Villanova,36.7,0.47,8.41,8.88
Shane Thomas,Creighton,0.5,1.26,7.62,8.88
Sami Osmani,Creighton,1.0,1.22,7.64,8.86
Abdoulaye Thiam,High Point,220.6,7.86,0.99,8.85
Ray Harrison,Grand Canyon,603.6,5.65,3.15,8.8
Trae Benham,High Point,216.3,7.71,1.07,8.78
Tre Coleman,Nevada,12.0,2.33,6.44,8.77
Quinn Denker,N Colorado,305.3,6.67,2.09,8.76
Vasean Allette,TCU,496.4,1.94,6.8,8.74
Marchelus Avery,Oklahoma St,284.6,0.46,8.26,8.72
Sin'Cere McMahon,Norfolk St,213.2,6.91,1.79,8.7
Ernest Udeh Jr.,TCU,399.4,1.86,6.84,8.7
Miles Hall,Florida A&M,29.7,12.41,-3.72,8.69
David Punch,TCU,392.6,1.59,7.1,8.69
Samet Yigitoglu,SMU,451.6,5.68,3.01,8.69
Abdul Momoh,C Connecticut,415.2,0.52,8.14,8.66
Tyrone Riley IV,San Francisco,397.8,5.5,3.15,8.65
Noah Reynolds,TCU,489.4,1.77,6.85,8.62
Bruce Thornton,Ohio State,512.4,12.08,-3.47,8.61
Jaden Henley,UNLV,458.7,2.43,6.18,8.61
Kavion McClain,Texas Southern,348.7,2.03,6.58,8.61
Jocobi Hendricks,Florida A&M,8.3,12.34,-3.73,8.61
Josh Ibukunoluwa,High Point,77.3,7.56,1.05,8.61
Marcell McCreary,N Colorado,249.6,6.55,2.01,8.56
Duke Brennan,Grand Canyon,514.3,5.78,2.77,8.55
Khaden Bennett,Quinnipiac,341.7,5.51,3.02,8.53
Zach Cleveland,Liberty,537.0,4.09,4.39,8.48
Melo Baines,Norfolk St,63.2,6.39,2.08,8.47
Riley Mulvey,Iowa,35.7,9.35,-0.89,8.46
Jordan Leaks,Norfolk St,50.2,6.35,2.11,8.46
D'Maurian Williams,High Point,209.8,7.57,0.89,8.46
Khalil Brantley,Oklahoma St,340.9,0.14,8.31,8.45
Carter Kingsbury,Iowa,95.4,9.29,-0.87,8.42
Javon Small,West Virginia,458.4,0.33,8.09,8.42
Jeremiah Cherry,UNLV,359.6,1.69,6.72,8.41
Filip Borovicanin,New Mexico,518.5,0.23,8.17,8.4
Jace Posey,TCU,266.9,1.1,7.3,8.4
Zeb Jackson,VCU,381.9,3.24,5.15,8.39
Jayden Brown,C Connecticut,414.3,0.35,8.02,8.37
Marcus Williams,San Francisco,272.1,5.48,2.89,8.37
Lathan Sommerville,Rutgers,333.2,10.73,-2.38,8.35
Yaphet Moundi,Iona,349.9,0.72,7.61,8.33
Chris Tadjo,Iowa,8.0,9.08,-0.75,8.33
Caleb Embeya,Towson,151.7,4.68,3.62,8.3
Keon Ambrose-Hylton,SMU,172.5,4.96,3.32,8.28
Zytarious Mortle,Texas Southern,186.0,1.36,6.91,8.27
Savion Lewis,Quinnipiac,397.9,5.39,2.85,8.24
Grant Newell,North Texas,440.2,2.29,5.94,8.23
Jamir Watkins,Florida St,512.7,8.05,0.17,8.22
Jaden Zimmerman,Quinnipiac,435.8,5.38,2.84,8.22
Carlton Linguard Jr.,San Francisco,367.0,4.87,3.35,8.22
Alexis Reyes,Quinnipiac,411.4,5.25,2.95,8.2
Duke Deen,Bradley,609.5,6.16,2.04,8.2
Dramane Camara,Norfolk St,29.3,5.89,2.3,8.19
Moustapha Thiam,UCF,690.2,9.54,-1.36,8.18
Gabe Madsen,Utah,478.4,5.17,3.0,8.17
Simon Hildebrandt,High Point,140.2,6.78,1.37,8.15
Abdou Samb,Towson,44.1,4.3,3.85,8.15
Rahdir Hicks,Towson,58.0,4.32,3.83,8.15
Ryan Beasley,San Francisco,320.8,5.08,3.06,8.14
Robert Jennings II,Oklahoma St,357.0,-0.66,8.78,8.12
Tyon Grant-Foster,Grand Canyon,300.8,4.74,3.37,8.11
Justin Hohn,UC Irvine,688.8,1.72,6.39,8.11
David N'Guessan,Kansas St,413.4,-0.47,8.58,8.11
Kaden Metheny,Liberty,520.1,3.47,4.63,8.1
Romelle Mansel,Jackson St,578.8,4.33,3.76,8.09
Joe Ostrowsky,C Connecticut,417.2,-0.34,8.39,8.05
Jailen Bedford,UNLV,339.7,1.08,6.96,8.04
Jeremiah Williams,Rutgers,388.9,10.23,-2.19,8.04
Ezra Ausar,Utah,363.6,5.17,2.87,8.04
Darin Smith Jr.,C Connecticut,260.5,-0.54,8.55,8.01
Boopie Miller,SMU,225.9,4.43,3.57,8.0
Chase Johnston,High Point,374.8,6.75,1.22,7.97
Jamyron Keller,Oklahoma St,537.4,-0.6,8.55,7.95
Yohan Traore,SMU,144.8,4.47,3.45,7.92
Michael Jacobs,Southern,290.0,3.34,4.58,7.92
Joe Bamisile,VCU,498.7,2.5,5.41,7.91
Rondel Walker,North Texas,395.6,1.86,6.04,7.9
Collin Moore,Grand Canyon,407.7,4.57,3.32,7.89
Andrej Stojakovic,California,499.6,9.24,-1.36,7.88
Mustapha Amzil,New Mexico,413.1,-0.05,7.92,7.87
Julian Rishwain,UNLV,306.8,0.83,7.02,7.85
Noah Williamson,Bucknell,328.9,7.06,0.79,7.85
Duane Posey,Texas Southern,141.0,0.68,7.14,7.82
Connor Dow,Oklahoma St,147.2,-1.15,8.94,7.79
